,2019Q1,2019Q2,2019Q3,2019Q4,2020Q1,2020Q2,2020Q3,2020Q4,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4
3597793304用户数据,0.670344669,0.619197104,0.600085435,0.624703217,0.602209447,0.596817759,0.583408704,0.602103389,0.603225645,0.608168444,0.600121713,0.606214684,0.590048724,0.594864043,0.612808769,0.60048954,0.604770028,0.618115525,0.610757836,0.594683471
3604175531用户数据,0.580363804,0.633599427,0.532557305,0.621762975,0.540272826,0.643481727,0.506749719,0.618108286,0.593700292,0.540711198,0.604686759,0.580831933,0.575499432,0.56283425,0.487827738,0.572296429,0.598883785,0.488452868,0.528342111,0.635840717
3606501835用户数据,0.602950829,0.645790628,0.564846068,0.600298904,0.662778066,0.614247929,0.627115785,0.715190421,0.632091611,0.595969896,0.614247929,0.626279443,0.6944761,0.614247929,0.618736716,0.525653261,0.724032341,0.586349879,0.614247929,0.558451829
3606816885用户数据,0.606782253,0.561183632,0.675181732,0.614247929,0.61232823,0.621912875,0.619031707,0.5876161,0.594397444,0.597426904,0.525831933,0.504242838,0.612132514,0.60658755,0.602341174,0.592829128,0.640023592,0.592629023,0.60582093,0.569434711
3607686763用户数据,0.606384397,0.599433674,0.635234898,0.58964075,0.614405925,0.59975491,0.618367857,0.595445644,0.562074473,0.587632113,0.601497773,0.582996461,0.626925816,0.610480265,0.599750947,0.561057526,0.612120062,0.613242494,0.630212384,0.599414761
3607951434用户数据,0.683190623,0.685336186,0.655952577,0.559880216,0.702116878,0.627555082,0.547189085,0.627001144,0.681163554,0.60048775,0.595489387,0.532572509,0.632506833,0.614254827,0.615393718,0.604656733,0.652887471,0.596350769,0.608575455,0.61269098
3608118572用户数据,0.672404414,0.680090281,0.685881682,0.618430851,0.660690411,0.653594447,0.628811143,0.600763231,0.624996038,0.608518681,0.641307199,0.727922949,0.659859256,0.756037578,0.626109166,0.657798827,0.659041228,0.616010146,0.608062591,0.60610358
3613181082用户数据,0.587669529,0.67779524,0.614247929,0.64796691,0.614247929,0.614247929,0.581196652,0.600167324,0.605613941,0.594147551,0.583977657,0.606757066,0.616875135,0.598185415,0.616691193,0.613874134,0.610592049,0.612423784,0.606464495,0.591239081
3626190810用户数据,0.614247929,0.610787118,0.504509544,0.640464661,0.613047177,0.648308052,0.666511154,0.680768988,0.60851653,0.613014194,0.677790867,0.622689586,0.621144366,0.614247929,0.584799987,0.614247929,0.614247929,0.614247929,0.592198048,0.594483223
3629251892用户数据,0.406137077,0.606182444,0.604061569,0.532699783,0.564544409,0.587024906,0.599567634,0.598982861,0.576948639,0.575213199,0.603231596,0.61955052,0.593711661,0.590833979,0.585230212,0.598539696,0.613893825,0.589993071,0.600832022,0.573789094
3633629480用户数据,0.650567034,0.660605257,0.631277482,0.612895117,0.618878128,0.617444774,0.657842392,0.581698039,0.604247808,0.623819462,0.535472025,0.663905403,0.59654739,0.575960972,0.504435277,0.576184401,0.609950069,0.627434443,0.595421203,0.612835655
3641012043用户数据,0.670530736,0.635925832,0.620410716,0.624763665,0.594727528,0.615046803,0.595643245,0.623001378,0.626411012,0.637492398,0.603380413,0.616544866,0.617795354,0.703208722,0.620943679,0.585580464,0.624761106,0.613748016,0.593265925,0.592314631
3648955423用户数据,0.624142848,0.637568857,0.635666748,0.639820375,0.648392082,0.625860971,0.654592294,0.654791654,0.628464043,0.654347404,0.691119268,0.670164533,0.627608353,0.637502502,0.661624827,0.601310203,0.719249338,0.675756193,0.670890395,0.624591772
3674224027用户数据,0.610152067,0.612229273,0.606088134,0.607455815,0.613742467,0.605384072,0.604644386,0.600021317,0.61272628,0.614654516,0.608213448,0.612498362,0.61527801,0.611796856,0.613038779,0.605664057,0.616585371,0.59588104,0.59749916,0.603738579
3675304860用户数据,0.616485138,0.598466568,0.639942858,0.594654239,0.651762852,0.595416173,0.597434307,0.630533123,0.635548008,0.596687387,0.631467195,0.615257105,0.626953085,0.597573012,0.63484562,0.618783109,0.596311511,0.504105693,0.634789074,0.621560464
3678143883用户数据,0.706249931,0.589006836,0.665974343,0.606924674,0.605843307,0.614546555,0.61323923,0.630775956,0.616264568,0.625812871,0.624104456,0.67122138,0.671991698,0.61609075,0.645325828,0.606992588,0.605708881,0.647645201,0.595508968,0.626299763
3687400060用户数据,0.604169306,0.601402134,0.597420534,0.55159548,0.631922473,0.615307523,0.605386271,0.586641356,0.617841622,0.587593881,0.613442478,0.568773204,0.626152846,0.583426548,0.621185018,0.543070428,0.580311046,0.560908022,0.594412965,0.576700636
3697430702用户数据,0.596528995,0.586674482,0.625120568,0.595046009,0.627057134,0.599789536,0.601300775,0.610658027,0.557862862,0.584580337,0.594818838,0.627261715,0.631848903,0.397518081,0.613785281,0.602676438,0.612389795,0.613191017,0.592008587,0.596856582
3701479420用户数据,0.572749447,0.631987163,0.646394737,0.695584627,0.641209118,0.609007149,0.598878324,0.632682073,0.62214079,0.602103383,0.632587083,0.641986152,0.612174717,0.611280344,0.630385992,0.614620519,0.600426562,0.630611297,0.601686412,0.623236134
3706950267用户数据,0.707668422,0.609791967,0.646420366,0.638475059,0.638501011,0.614247929,0.619123397,0.625012573,0.631735209,0.59565081,0.628189397,0.638435087,0.581750266,0.610897083,0.613792894,0.601009607,0.623803307,0.531880786,0.580163428,0.618446761
3710846192用户数据,0.625290021,0.621873301,0.64747877,0.63206211,0.632027184,0.647207781,0.61621255,0.624766907,0.60598886,0.628123795,0.595649229,0.683558061,0.584951225,0.614247929,0.583198399,0.549997874,0.623352918,0.614247929,0.614247929,0.608783559
3716919781用户数据,0.641373148,0.66999026,0.653269538,0.628052843,0.674036557,0.634522301,0.565718439,0.638767104,0.62985375,0.693895975,0.634093551,0.688585358,0.60003025,0.625601919,0.658902796,0.618180019,0.608452258,0.646852742,0.63064109,0.612068054
3717811911用户数据,0.631063946,0.639796457,0.613075284,0.615430707,0.625462423,0.589770104,0.604491851,0.603486326,0.626537324,0.606525834,0.58079254,0.606675601,0.613053713,0.633983994,0.617038891,0.637058035,0.614533869,0.633438494,0.617692303,0.615699191
3720385467用户数据,0.614247929,0.614247929,0.633467461,0.614247929,0.614247929,0.579182719,0.61258784,0.573242951,0.609329996,0.652154777,0.634379263,0.614247929,0.574916623,0.614247929,0.614247929,0.651096341,0.574271455,0.596856582,0.614247929,0.103756619
3722973942用户数据,0.660352488,0.624603359,0.595215164,0.626152638,0.624382202,0.639929447,0.595730701,0.602298413,0.609449279,0.702714856,0.663568741,0.634098584,0.642558115,0.62475863,0.686866179,0.642690904,0.641690083,0.670823506,0.63747545,0.598907612
3723293327用户数据,0.624641197,0.566507746,0.602137869,0.65048733,0.61551979,0.630668368,0.605402733,0.592349936,0.581653383,0.59203902,0.573409755,0.617389398,0.592196012,0.571340837,0.569741251,0.583763052,0.594388591,0.567930299,0.630138956,0.580284947
3735294623用户数据,0.588138865,0.579041632,0.653156629,0.595610532,0.601267477,0.591567944,0.599777952,0.609256108,0.563875799,0.648675096,0.617575548,0.612675769,0.574759406,0.618033393,0.59591712,0.559096035,0.614247929,0.584883228,0.577275806,0.558931732
3736327332用户数据,0.60752059,0.607811396,0.615858722,0.589258015,0.612635499,0.628636677,0.654654818,0.613414176,0.586344985,0.60093638,0.646673765,0.601009638,0.577333484,0.626176464,0.614247929,0.614247929,0.5189065,0.579207311,0.592626273,0.577126674
3737414935用户数据,0.607291419,0.625237711,0.615122365,0.597155837,0.607554321,0.613348795,0.614128145,0.56971776,0.594371024,0.641389684,0.598840628,0.611883351,0.591156554,0.582273594,0.625281397,0.583350101,0.611111506,0.606961088,0.629676527,0.580114574
3737480791用户数据,0.593242136,0.600123235,0.590064882,0.588413022,0.609207926,0.565818158,0.608794419,0.626106915,0.587870642,0.587930995,0.572184959,0.599570602,0.583800072,0.58049629,0.578882661,0.605414771,0.576898282,0.595075348,0.561134607,0.608984959
3737808175用户数据,0.670441883,0.857865325,0.660951975,0.652358003,0.58746438,0.649777867,0.661157787,0.629002473,0.628541017,0.612624566,0.609570635,0.626231004,0.585583161,0.644293614,0.591162932,0.54325782,0.645749448,0.574320762,0.571019228,0.566432669
3741308220用户数据,0.673629819,0.637215373,0.617491416,0.671481487,0.598310788,0.657328818,0.655844212,0.623144777,0.618420233,0.673606906,0.665040959,0.671859388,0.641632359,0.654779825,0.675158732,0.674580768,0.735722337,0.714267755,0.627709898,0.647940091
3741516233用户数据,0.58824656,0.622535319,0.519546162,0.585932529,0.580170587,0.643252437,0.609055244,0.567699514,0.595365949,0.586183918,0.554113303,0.588470881,0.599421473,0.608667813,0.610022187,0.636432747,0.599466732,0.607296049,0.627499727,0.645817438
3747354725用户数据,0.612062181,0.632019909,0.590091197,0.626764823,0.595320751,0.642898123,0.613318699,0.573450765,0.605698301,0.603723832,0.560577446,0.579187835,0.533745554,0.598353476,0.592734923,0.597470988,0.600623681,0.609198997,0.581779738,0.618732565
3749583644用户数据,0.616142971,0.562388156,0.496752797,0.54219181,0.650935118,0.625784692,0.588113612,0.629689204,0.629642478,0.602260314,0.76642306,0.573408624,0.568249885,0.646728299,0.662733958,0.624062395,0.598927696,0.571468097,0.616663305,0.612961009
3756341741用户数据,0.552206106,0.580763498,0.625159888,0.583637044,0.625336721,0.581248813,0.583668012,0.572378917,0.584976714,0.58877428,0.597174997,0.591630784,0.598902055,0.610142684,0.634321587,0.614247929,0.615799916,0.659263403,0.525418001,0.491059405
3759815172用户数据,0.592592882,0.667005907,0.594748955,0.686064149,0.629009912,0.574951917,0.525485957,0.611554863,0.621309557,0.651103122,0.601107984,0.63820028,0.635956728,0.625299727,0.638239504,0.623774104,0.657556303,0.635880089,0.590867398,0.695467972
3761258890用户数据,0.597819123,0.618865841,0.557553732,0.559613942,0.604323988,0.574702722,0.581172178,0.645665446,0.571430687,0.624737753,0.621187114,0.650681706,0.682789629,0.605189419,0.686206011,0.647068935,0.674036358,0.648167234,0.607786099,0.557925931
3765153895用户数据,0.606060002,0.61739705,0.666653727,0.627125889,0.585945565,0.562166543,0.616367535,0.649733466,0.606721922,0.765215219,0.590392653,0.504896443,0.555441377,0.477334845,0.648296623,0.648378671,0.652471171,0.534400378,0.585278977,0.586530756
3772473362用户数据,0.641787753,0.659912253,0.656768338,0.634802506,0.618371513,0.664325543,0.637866294,0.625086254,0.612598306,0.626250304,0.633957845,0.64822022,0.614838789,0.618631674,0.623350599,0.598470717,0.647198785,0.60548178,0.609732015,0.590605048
3776848590用户数据,0.67779524,0.61968482,0.54962103,0.632496709,0.603364661,0.653721095,0.614247929,0.68014964,0.666969298,0.551312559,0.640626918,0.589293064,0.588745958,0.67122138,0.584192035,0.578771425,0.581736414,0.622690101,0.649390442,0.614247929
3784475522用户数据,0.634961366,0.627367305,0.59233507,0.633369453,0.606230739,0.622413723,0.607282434,0.633313026,0.583972121,0.619715918,0.607493244,0.794591009,0.599520647,0.608335743,0.553769299,0.582022361,0.607792521,0.582427992,0.603077935,0.64980886
3786351250用户数据,0.655550669,0.590454317,0.609836102,0.642308083,0.622409225,0.648869448,0.57903191,0.642617538,0.614247929,0.497880904,0.599150454,0.648508729,0.588461033,0.604371447,0.598613576,0.623473818,0.586496065,0.615528613,0.602719641,0.598456342
3786510961用户数据,0.572533472,0.579263321,0.624733236,0.646366399,0.682298877,0.668933604,0.601456453,0.593679288,0.622966501,0.620901942,0.624107133,0.657562354,0.60675821,0.612690903,0.567159368,0.570757522,0.598776918,0.657278569,0.594117833,0.668204235
3786835281用户数据,0.606405932,0.611070572,0.603440257,0.650949418,0.651798613,0.636881218,0.5691301,0.668013049,0.618507671,0.612750081,0.556201705,0.59597258,0.582723041,0.584657724,0.580254811,0.595812857,0.61506029,0.615749885,0.621195911,0.610687317
3789647600用户数据,0.608696594,0.62319605,0.591433099,0.586785358,0.584312139,0.616417899,0.589777556,0.599496112,0.606837372,0.599229039,0.592854906,0.62692139,0.60456911,0.609074503,0.610242867,0.614247929,0.601267119,0.613924578,0.604747457,0.660868948
3796520192用户数据,0.615332094,0.611207746,0.691088278,0.612132855,0.584888285,0.566250988,0.574015363,0.592699569,0.603467889,0.577975549,0.572368614,0.632161557,0.500261653,0.597790664,0.548282922,0.620373288,0.664806894,0.622814449,0.474827158,0.55147764
3797064315用户数据,0.621870473,0.626176464,0.616660939,0.64319266,0.53527894,0.62323389,0.689720437,0.647938974,0.676129307,0.564744104,0.759976179,0.638670211,0.625063132,0.641890989,0.608115189,0.624408994,0.600703044,0.610228476,0.560631108,0.590674282
3800635239用户数据,0.619688069,0.580320084,0.605921214,0.598695541,0.60668112,0.617914837,0.601082782,0.619202365,0.610808379,0.606008968,0.611241251,0.618781365,0.619327211,0.616136785,0.60648191,0.612406477,0.626194241,0.644144449,0.636506196,0.623947661
3803061749用户数据,0.615188879,0.590863073,0.609433093,0.61363423,0.580569995,0.61201419,0.584960121,0.592957316,0.617115702,0.544836702,0.61437274,0.617720473,0.586121089,0.601969686,0.602094549,0.602331234,0.57267493,0.618658727,0.614247929,0.614247929
3803126888用户数据,0.634736692,0.657828477,0.618677864,0.641234262,0.635602884,0.614247929,0.60848381,0.628000145,0.660610589,0.554121088,0.649395508,0.583983427,0.521431327,0.663601749,0.604494801,0.661561978,0.61229645,0.59405477,0.647480771,0.622380894
3805268896用户数据,0.679736348,0.641729119,0.684496236,0.643492285,0.646756829,0.655032936,0.632267269,0.621973251,0.658232508,0.661405865,0.675948736,0.679533902,0.668904629,0.667757073,0.660572151,0.649579833,0.675471312,0.678403293,0.727484916,0.631642893
3805636722用户数据,0.574971844,0.595698074,0.643184416,0.634501255,0.583909747,0.623020242,0.589680771,0.586176836,0.581985758,0.607036188,0.566858006,0.621713208,0.644826777,0.602519564,0.654760141,0.598482328,0.641319901,0.641936034,0.607607147,0.590185082
3807388432用户数据,0.599488999,0.616183503,0.619538675,0.591631382,0.630570014,0.61636402,0.633794381,0.585972343,0.629732373,0.61324232,0.607985888,0.636236336,0.614572776,0.603671264,0.58741478,0.620199687,0.579616104,0.614247929,0.593860892,0.577647461
3816254931用户数据,0.557653748,0.606221719,0.625120939,0.605164821,0.612191751,0.635496925,0.623946443,0.662171803,0.652322704,0.651132923,0.661683511,0.610019057,0.643731186,0.583315571,0.588126449,0.598499798,0.665391695,0.601384899,0.716161217,0.541320599
3817024497用户数据,0.647447691,0.620360858,0.62667325,0.64109999,0.620400452,0.606246782,0.627874644,0.631230378,0.62885283,0.620917648,0.631531625,0.627071357,0.643594991,0.621528798,0.620283794,0.636238176,0.621705872,0.634773676,0.637077924,0.636921686
3817371034用户数据,0.625638437,0.648141341,0.649306618,0.623269961,0.630691345,0.617818006,0.624176886,0.617367886,0.680837679,0.730576763,0.667733548,0.621185054,0.622979874,0.655981778,0.632801899,0.602163073,0.623219111,0.647647192,0.61160366,0.60275178
3821239038用户数据,0.617386298,0.551148858,0.560396714,0.534658638,0.614247929,0.637868571,0.610931172,0.602649824,0.600594363,0.587627054,0.642921828,0.591498124,0.653943589,0.590943684,0.601092756,0.549515068,0.612633757,0.576880859,0.616096687,0.585398947
3824146569用户数据,0.629573235,0.58922568,0.675600146,0.587669529,0.630723173,0.617189331,0.588860889,0.560408495,0.595560874,0.598267661,0.590109923,0.616005026,0.624384019,0.613160138,0.598019303,0.588110136,0.607542516,0.611740865,0.622929212,0.616867303
3825677619用户数据,0.603609404,0.64899984,0.616994909,0.627151353,0.600261275,0.613140887,0.614247929,0.598425154,0.61096961,0.627351587,0.591533601,0.583154395,0.552142235,0.57571485,0.588832261,0.596722764,0.598832397,0.604466636,0.619901916,0.591692059
3825694997用户数据,0.631742114,0.622221353,0.610081583,0.601914678,0.604945835,0.621922097,0.596603078,0.610612109,0.597073534,0.611633662,0.590158368,0.565351696,0.599573987,0.553948976,0.63759714,0.555716493,0.639931754,0.642571457,0.639558107,0.557136815
3828135933用户数据,0.62689977,0.577957725,0.638898902,0.629111272,0.620569471,0.639892588,0.636221596,0.618831773,0.640478132,0.629598529,0.614617959,0.641933121,0.607818187,0.635498009,0.617095177,0.616894481,0.625973502,0.61066709,0.650805843,0.612094897
3828672389用户数据,0.623439254,0.643872713,0.61150639,0.573221817,0.656984997,0.566222514,0.519638657,0.611141192,0.576732981,0.623320223,0.59117528,0.631315799,0.633657346,0.764450664,0.632011514,0.631835229,0.584333272,0.591282063,0.640397876,0.589693539
3828683666用户数据,0.666371136,0.703207774,0.695922007,0.648029256,0.665156322,0.749702721,0.717352334,0.606519604,0.647143331,0.641327614,0.719927222,0.618462941,0.699334686,0.565101082,0.664491922,0.554775849,0.53894203,0.626280504,0.642968571,0.589188374
3829639569用户数据,0.699708106,0.615026667,0.614247929,0.568025293,0.568939771,0.614247929,0.616070565,0.632039212,0.62383229,0.598816733,0.600462575,0.583322704,0.537464031,0.613419787,0.768268877,0.632637507,0.614247929,0.603800844,0.632013844,0.614247929
3831027726用户数据,0.574384516,0.616722517,0.611913928,0.576386289,0.614247929,0.436685734,0.555817203,0.591429296,0.594576198,0.614247929,0.57932972,0.592595976,0.575414449,0.622120201,0.614247929,0.629095455,0.614247929,0.536517416,0.614247929,0.564744104
3832925011用户数据,0.60585425,0.606567123,0.5848592,0.59764582,0.587438137,0.596047073,0.596534293,0.619417791,0.580818453,0.604209265,0.60011757,0.598489001,0.578896171,0.608836978,0.580930238,0.597714795,0.599982994,0.587758087,0.596920854,0.604342275
3836700884用户数据,0.619197104,0.619073375,0.687112054,0.614247929,0.698122835,0.264953459,0.631736242,0.614247929,0.595483581,0.614247929,0.506776074,0.602983935,0.610348125,0.6057287,0.616257833,0.60529313,0.570827005,0.595736044,0.594317794,0.614247929
3844301081用户数据,0.559100036,0.607989945,0.613470549,0.604165277,0.647292531,0.627684711,0.60892698,0.607979318,0.599891695,0.591929489,0.626311544,0.58406769,0.665747137,0.58958279,0.616416062,0.621007357,0.625903474,0.621659518,0.610647418,0.59070524
3846745593用户数据,0.620813945,0.594198708,0.611483857,0.597259546,0.580028131,0.597396493,0.60344347,0.62638114,0.611449553,0.628488379,0.642224786,0.621099483,0.606522903,0.623370825,0.615194729,0.653490305,0.679171925,0.570022558,0.625597914,0.620303133
3847837125用户数据,0.597060548,0.611871459,0.604897206,0.641185158,0.608549108,0.62088724,0.686935406,0.552468431,0.593208803,0.614247929,0.483429325,0.579204396,0.603198609,0.599295538,0.577641798,0.589813533,0.581237041,0.614431813,0.58852308,0.582215529
3848077919用户数据,0.643952271,0.602204403,0.542456555,0.633544914,0.620426123,0.614009069,0.657886316,0.569682602,0.605579507,0.570421099,0.583106498,0.671524448,0.609399305,0.580718507,0.542903092,0.661150576,0.614247929,0.586759077,0.614247929,0.546330396
3851371588用户数据,0.621251764,0.649862046,0.639754421,0.629133862,0.67883213,0.639151491,0.658028928,0.608137383,0.665637949,0.621636144,0.654820065,0.614309546,0.685032782,0.659048552,0.652234701,0.66206795,0.664907735,0.669998944,0.663626466,0.690365315
3853354586用户数据,0.613325501,0.92178925,0.637024593,0.648177073,0.60783645,0.600331613,0.621649408,0.626348115,0.62822574,0.670949262,0.510044214,0.578170359,0.58000235,0.62779578,0.607915248,0.607763046,0.629887231,0.631752411,0.641282885,0.651497118
3854519588用户数据,0.593707064,0.654244844,0.618714657,0.641502626,0.623115395,0.588311274,0.612017802,0.605708706,0.615643713,0.623613764,0.609897207,0.64016543,0.622538781,0.574948588,0.614849687,0.591659363,0.537532888,0.583574241,0.552733508,0.58387176
3854869650用户数据,0.609210945,0.59013607,0.606941663,0.61844084,0.63019084,0.591737368,0.589886898,0.561589071,0.564891471,0.582337449,0.58050806,0.576422809,0.574609885,0.555189021,0.618149718,0.602228677,0.598668784,0.599403836,0.602294717,0.60319611
3855524978用户数据,0.626226339,0.630427141,0.614247929,0.617856642,0.635947773,0.641215916,0.623687326,0.569611049,0.653837387,0.611905041,0.610072417,0.631168059,0.631025724,0.626657092,0.609497055,0.61404769,0.58816822,0.619418714,0.624663295,0.594156154
3856427832用户数据,0.650912852,0.63680656,0.628779586,0.655632126,0.594142735,0.58127994,0.626871042,0.645084224,0.646705202,0.616934604,0.573176411,0.635891694,0.621861003,0.615441478,0.628090556,0.594125364,0.610714979,0.602415775,0.59685243,0.571141502
3865003553用户数据,0.595121451,0.582745084,0.608241985,0.61511953,0.594088712,0.596620615,0.630283009,0.53852465,0.588953448,0.628551524,0.618064036,0.614074791,0.608381602,0.610819617,0.627852279,0.590177742,0.615380977,0.571646744,0.557911115,0.576677067
3872957567用户数据,0.627631179,0.605962273,0.596437589,0.659099737,0.642075648,0.584311461,0.638383206,0.619241121,0.669839943,0.585956036,0.594975589,0.635055243,0.418369469,0.601570168,0.530303689,0.49063346,0.5920826,0.214815239,0.588572356,0.533374553
3874246458用户数据,0.636020049,0.634787219,0.621596137,0.608155425,0.6220293,0.601369399,0.593886425,0.581199352,0.601250157,0.584008171,0.574754315,0.607267841,0.59445555,0.596339579,0.617318605,0.612420427,0.598232533,0.575481715,0.612981965,0.606766528
3877249753用户数据,0.595340757,0.592331804,0.575227209,0.59904368,0.588990802,0.593571325,0.599382645,0.593978156,0.606630635,0.600217892,0.593354747,0.601151486,0.604574078,0.588057935,0.594985852,0.596600963,0.595990808,0.610653472,0.602388261,0.59944753
3881892648用户数据,0.601699195,0.628329676,0.58745468,0.641995857,0.60114362,0.626897389,0.617087758,0.616219198,0.564990224,0.596740536,0.565310857,0.613353003,0.619531801,0.601791142,0.624852853,0.589807216,0.630836661,0.601602475,0.651611362,0.654150259
3883180457用户数据,0.631795005,0.613699938,0.596695133,0.629342684,0.617336214,0.62632886,0.594615968,0.634295045,0.608269437,0.618937941,0.581080579,0.597907326,0.600692375,0.60223274,0.602997936,0.635044996,0.666917042,0.650012961,0.618058911,0.678028718
3885620895用户数据,0.591607796,0.602192924,0.569929292,0.567995508,0.610496257,0.569626722,0.59943389,0.610088061,0.602436757,0.581721904,0.614223776,0.629209094,0.619440528,0.594516379,0.619516314,0.588560025,0.601694179,0.596905768,0.548308477,0.592313047
3889219503用户数据,0.603068279,0.641442859,0.62896316,0.697328415,0.640228411,0.609807371,0.626832965,0.621623862,0.623457313,0.664315507,0.587620265,0.614656658,0.659759293,0.590145639,0.675849769,0.603534895,0.619544324,0.601682182,0.596200808,0.586092846
3891419576用户数据,0.607218146,0.616134083,0.559836235,0.604353513,0.590999301,0.620134546,0.56163621,0.548979947,0.580528095,0.623638334,0.594768324,0.606593704,0.590971206,0.596366906,0.592856667,0.604769539,0.598995464,0.568038779,0.597209215,0.59141506
3895560078用户数据,0.5806031,0.601652122,0.586588561,0.613723395,0.589593838,0.605488743,0.675782929,0.586854175,0.606629952,0.587447015,0.531998879,0.580238388,0.559108675,0.524408394,0.53669565,0.533858029,0.57038151,0.607104535,0.614676989,0.603626157
3898416303用户数据,0.636661033,0.605242653,0.69359685,0.700464522,0.641631078,0.643606924,0.618452182,0.617694676,0.635316824,0.636787779,0.620468882,0.723244641,0.638488455,0.677763542,0.575720283,0.673772055,0.667966564,0.677877168,0.614247929,0.591188498
3905794793用户数据,0.623898061,0.616340631,0.611684796,0.649297478,0.656450196,0.52807873,0.573565236,0.620603715,0.61504205,0.632712718,0.550134097,0.674184554,0.662594072,0.641467206,0.587730369,0.606202148,0.443446805,0.565376744,0.616246334,0.605076633
3907784808用户数据,0.591425976,0.614932756,0.575250799,0.617160722,0.573731153,0.606293225,0.679368126,0.595320578,0.614897638,0.576946226,0.598838088,0.58454329,0.584433716,0.557614146,0.614247929,0.674695371,0.595523568,0.553398433,0.599041946,0.580656422
3908036157用户数据,0.670240182,0.626963967,0.672097388,0.609224616,0.617626646,0.594391296,0.616816411,0.604218335,0.606046638,0.61528221,0.589775783,0.584644197,0.662527399,0.584838813,0.592146207,0.596861088,0.632338595,0.591971454,0.464103426,0.474040441
3913552646用户数据,0.69644699,0.606805345,0.614247929,0.695499123,0.615891172,0.665235138,0.616212788,0.564522148,0.606809984,0.666474971,0.609251994,0.635736539,0.624971142,0.595489075,0.57625261,0.627115785,0.653830142,0.58160997,0.701799625,0.652730665
3920996680用户数据,0.575331681,0.596449251,0.639574446,0.623021467,0.607169713,0.639527966,0.580174854,0.57927635,0.594144517,0.614247929,0.61761413,0.614247929,0.585595877,0.614247929,0.614247929,0.614247929,0.6944761,0.513681154,0.437560278,0.614247929
3921831625用户数据,0.599106774,0.535869187,0.5637615,0.554671563,0.591940681,0.616250062,0.684221291,0.605417733,0.588700261,0.589105749,0.625287992,0.614247929,0.551021021,0.532863464,0.600802615,0.580614433,0.599810219,0.585213301,0.844903919,0.35623597
3924052131用户数据,0.521539899,0.609775631,0.553618235,0.557701405,0.596050046,0.623357224,0.553576295,0.645423817,0.586724793,0.617783691,0.614247929,0.614247929,0.574209395,0.588183687,0.601358396,0.572538176,0.620348906,0.614247929,0.493682098,0.654546224
3924141396用户数据,0.591039893,0.564971745,0.632769637,0.618777942,0.612210475,0.613866448,0.641149499,0.610869883,0.671233537,0.500081859,0.614247929,0.614247929,0.566060388,0.550473876,0.614247929,0.614247929,0.722791924,0.614247929,0.614247929,0.614247929
3927173863用户数据,0.598608397,0.641936034,0.632635977,0.600601665,0.527117677,0.612213383,0.610855072,0.581692935,0.572936326,0.6206223,0.624183612,0.60806518,0.627523094,0.633397484,0.604166163,0.615808851,0.639114701,0.676215758,0.606962102,0.609329996
3928645122用户数据,0.706896373,0.629776452,0.565926455,0.582129932,0.604827155,0.62651546,0.578331172,0.711308203,0.618736716,0.631343654,0.636043461,0.578910399,0.628434844,0.668896023,0.618736716,0.609329996,0.639281718,0.637028767,0.657160671,0.670164533
3928933503用户数据,0.600415804,0.613854905,0.639912461,0.627324349,0.615524744,0.600533448,0.627100936,0.633590525,0.670754332,0.609618977,0.616955915,0.608047394,0.618415118,0.628911213,0.61205562,0.617787071,0.667784479,0.6370708,0.636727848,0.616935726
3929608371用户数据,0.621842969,0.614325003,0.658852904,0.593621553,0.651290712,0.632625071,0.632528956,0.632006813,0.617778206,0.613788611,0.599161436,0.614179747,0.595604141,0.589135137,0.629373817,0.660646841,0.633552681,0.648285876,0.645679437,0.59734513
3931193920用户数据,0.610333578,0.623193345,0.632473042,0.601214295,0.608679098,0.632269578,0.626906058,0.61467212,0.625003862,0.636469192,0.613511723,0.603887578,0.586392071,0.601251651,0.590218356,0.592051925,0.600325374,0.611639835,0.55841714,0.587694521
3931313088用户数据,0.615680124,0.620566034,0.613473967,0.589141377,0.592791425,0.602086656,0.615487266,0.60863839,0.642487082,0.631432303,0.624130701,0.64011589,0.614247929,0.517012371,0.544890379,0.632564936,0.508856531,0.581051417,0.583908759,0.581895252
3931668279用户数据,0.614247929,0.70436334,0.655563353,0.614247929,0.619442087,0.553988143,0.627588811,0.621881053,0.603278565,0.624489965,0.605625803,0.346708375,0.54014987,0.525626668,0.60648543,0.561343096,0.606601802,0.648427757,0.509212656,0.58182664
3934374212用户数据,0.615600547,0.585696323,0.596143613,0.599110314,0.59389868,0.601953151,0.598848089,0.592700963,0.611435019,0.576686262,0.595068509,0.587852923,0.593914934,0.596417335,0.591694146,0.587271064,0.600381518,0.595189949,0.591373605,0.58894167
3940249846用户数据,0.614247929,0.613282305,0.614247929,0.644844782,0.601999032,0.584131739,0.625715504,0.608285675,0.639671394,0.613607413,0.656567294,0.633068723,0.631577228,0.636634964,0.64138157,0.614270718,0.591228757,0.661761646,0.609530717,0.631880406
3941297866用户数据,0.640720703,0.624148951,0.666093962,0.667239705,0.718810289,0.876253204,0.739419653,0.717039349,0.880373837,0.623966241,0.765147793,0.894713841,0.69496772,0.612852575,0.666431234,0.622427196,0.571069222,0.563343821,0.467594426,0.955489541
