,2019Q1,2019Q2,2019Q3,2019Q4,2020Q1,2020Q2,2020Q3,2020Q4,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4
5892285634用户数据,0.622607914,0.632596833,0.641427949,0.626327166,0.653403578,0.625055784,0.578658025,0.587821807,0.558791746,0.597578075,0.599435544,0.599695197,0.601391313,0.592963317,0.591565677,0.594417935,0.606802862,0.592128683,0.571983656,0.591285276
5892285868用户数据,0.627292163,0.649063927,0.648105689,0.642862649,0.626060381,0.659031279,0.609054488,0.62850841,0.650037513,0.631754632,0.608201099,0.656547949,0.611107612,0.616419487,0.613308737,0.69185157,0.621839721,0.617603416,0.589680112,0.617266335
5892707913用户数据,0.639666853,0.643356006,0.644767199,0.642958006,0.607107225,0.62130466,0.603415708,0.619834666,0.617000919,0.576646332,0.624716222,0.617970525,0.606467675,0.595650987,0.575800469,0.593617449,0.640388579,0.641513458,0.623670889,0.577305958
5894816039用户数据,0.642632905,0.553247149,0.582122902,0.533817806,0.614247929,0.273920389,0.614247929,0.649550742,0.638907152,0.617154306,0.608219201,0.570815966,0.670866422,0.614247929,0.614247929,0.642251829,0.614247929,0.60980002,0.658145667,0.669878948
5895101412用户数据,0.614247929,0.614247929,0.605645831,0.633346755,0.567006651,0.605558342,0.57308734,0.573579274,0.643368679,0.561842543,0.582752795,0.583506075,0.600343662,0.588450509,0.634959036,0.612604033,0.605055327,0.598862059,0.605682445,0.619699231
5898129859用户数据,0.614247929,0.644359943,0.614247929,0.632588246,0.623695412,0.648649391,0.635084739,0.640923302,0.658159752,0.645196656,0.637784836,0.582200628,0.596117059,0.63374723,0.640067958,0.653060029,0.603681868,0.643519784,0.679467538,0.619450388
5899644878用户数据,0.629649421,0.614758515,0.610304439,0.613030622,0.626908156,0.620717184,0.608582992,0.611579985,0.612986108,0.607706931,0.630408684,0.6083557,0.616916475,0.60791951,0.610331984,0.606228663,0.601219597,0.599932169,0.608913,0.583487041
5902497061用户数据,0.609009018,0.5655614,0.473715816,0.578445089,0.614247929,0.614247929,0.681024699,0.597506772,0.543572869,0.614247929,0.55446421,0.624916473,0.438988569,0.533511693,0.646334883,0.618187068,0.614247929,0.650851348,0.651111594,0.645082885
5902824962用户数据,0.614247929,0.614247929,0.614247929,0.614247929,0.614247929,0.614247929,0.614247929,0.614247929,0.614247929,0.614247929,0.614247929,0.614247929,0.614247929,0.614247929,0.614247929,0.614247929,0.614247929,0.613789034,0.614247929,0.614247929
5905810355用户数据,0.6167232,0.613891501,0.61651709,0.635741128,0.611792393,0.616120577,0.591157752,0.57382882,0.722236058,0.531499032,0.604973594,0.611837002,0.62466277,0.588430382,0.604106783,0.626414233,0.598552408,0.607583237,0.59771698,0.621920495
5910851687用户数据,0.677877168,0.629829618,0.652972179,1.027305451,0.583823649,0.66253834,0.618534989,0.548053488,0.641788943,0.631945039,0.579914333,0.574209395,0.662807085,0.614247929,0.614247929,0.637720936,0.632404303,0.553531108,0.585613379,0.612741182
5928361714用户数据,0.562549546,0.604331169,0.530531332,0.577733371,0.622514907,0.579441468,0.593327485,0.589047776,0.602763682,0.57774487,0.600904671,0.585727701,0.57519654,0.601440754,0.609833944,0.624325112,0.584156478,0.575094706,0.555745132,0.576697051
5928952846用户数据,0.846118053,0.549978936,0.583919848,0.580925985,0.554938163,0.595696181,0.645793662,0.62790219,0.579897932,0.62538419,0.735684787,0.681799694,0.649469925,0.625046166,0.571665561,0.549501969,0.608677848,0.574209395,0.685296504,0.568484816
5932201111用户数据,0.620354279,0.613236586,0.630896423,0.618447249,0.575817146,0.595630758,0.430790573,0.613614881,0.586794829,0.624003341,0.660799125,0.614152306,0.673256146,0.599505391,0.613708534,0.637073896,0.646431513,0.617948587,0.644612275,0.656154597
5933700822用户数据,0.616141506,0.625162155,0.660572137,0.606990923,0.612218761,0.590969143,0.617046757,0.595394084,0.602191452,0.599727728,0.592711119,0.617108964,0.590297715,0.551988088,0.518314294,0.564024264,0.560144338,0.604203879,0.572335238,0.547122672
5934067839用户数据,0.672539229,0.672581473,0.658217103,0.614247929,0.646640833,0.654626448,0.641594543,0.63464828,0.593723229,0.625659219,0.615001386,0.626568689,0.600742178,0.612375879,0.603872918,0.633437348,0.600434916,0.575142763,0.612493218,0.603429851
5935496206用户数据,0.553129767,0.69109584,0.598489523,0.633989219,0.646152433,0.64049282,0.625057716,0.623263675,0.608346867,0.622642509,0.611449778,0.625150918,0.608906518,0.59534771,0.592420051,0.615919078,0.612859223,0.615530251,0.618955985,0.656344138
5936967282用户数据,0.612193617,0.597794209,0.635670848,0.638386655,0.619458251,0.610392377,0.602382392,0.620841296,0.590960211,0.559119763,0.571462132,0.538255677,0.599002084,0.583191004,0.587838592,0.602126786,0.527051374,0.582003441,0.622458941,0.621954724
5944035772用户数据,0.574984007,0.633740837,0.551050832,0.600356278,0.581083477,0.600630831,0.567639705,0.605765034,0.585958353,0.547665639,0.632812984,0.584030993,0.612005447,0.594903805,0.601250376,0.558171156,0.597012214,0.582904969,0.571632426,0.603691775
5947326637用户数据,0.618187351,0.608784633,0.613824799,0.618709188,0.618189153,0.634206995,0.66428089,0.591618611,0.614247929,0.630228572,0.622524218,0.608922265,0.605634406,0.634298445,0.675659871,0.675424654,0.642683427,0.600101571,0.585613734,0.615093653
5948823483用户数据,0.601498962,0.648314529,0.621742919,0.637190564,0.62683411,0.625029017,0.605890886,0.544633687,0.637661543,0.600642667,0.615137189,0.604119145,0.609471807,0.595779311,0.648144597,0.558721496,0.572726061,0.610149365,0.581976027,0.57423597
5953508095用户数据,0.646138488,0.641345717,0.621509522,0.746051352,0.748447778,0.802690211,1.332586117,0.633614845,0.590479755,0.723816186,0.593655411,0.572469266,0.707625571,0.625474891,0.627664855,0.63543092,0.674196922,0.603854538,0.614247929,0.602860218
5953664742用户数据,0.612256062,0.67837148,0.631552942,0.625517908,0.664179947,0.706176581,0.622697282,0.624628369,0.70305732,0.598482328,0.558784144,0.626447488,0.642734654,0.628728299,0.603438809,0.605903368,0.608469883,0.614247929,0.629302606,0.614247929
5955365313用户数据,0.610915892,0.679017386,0.670528815,0.639760325,0.630092446,0.62062143,0.649698472,0.652970715,0.623198774,0.619894347,0.609672649,0.579464812,0.591192568,0.565772546,0.584465656,0.63344213,0.633755715,0.622226314,0.626079565,0.647183109
5955912038用户数据,0.649992481,0.541412886,0.644898367,0.624078127,0.606647452,0.586179575,0.548070261,0.616192903,0.661073437,0.639695492,0.57782559,0.605737174,0.589264922,0.619896289,0.660142068,0.63513619,0.58785444,0.609723833,0.712462427,0.729575924
5957566293用户数据,0.584955806,0.646411049,0.60860478,0.576260226,0.563492548,0.596514684,0.588998868,0.614485865,0.598867068,0.60647557,0.582580917,0.624742199,0.610871606,0.578177269,0.580334546,0.604401153,0.633990466,0.608239088,0.619460651,0.623005777
5960389531用户数据,0.614247929,0.649446662,0.641385084,0.631346681,0.631275032,0.657849882,0.640944477,0.632026268,0.634370791,0.546253857,0.608152383,0.61009331,0.551394892,0.616433174,0.554723725,0.62536936,0.555352045,0.614247929,0.463491565,0.944693946
5961174886用户数据,0.614247929,0.661048941,0.650964153,0.633547577,0.663204167,0.628508332,0.612322411,0.670184794,0.612285446,0.651591565,0.618114014,0.596365178,0.617240663,0.594225139,0.633935072,0.569303502,0.630179403,0.55397668,0.587427003,0.59374672
5963678815用户数据,0.612674953,0.654072557,0.591227722,0.58486335,0.638227247,0.651160382,0.600675698,0.656442796,0.604588455,0.606629376,0.603543363,0.690957704,0.638750815,0.663450881,0.60215053,0.528738607,0.617336739,0.569692487,0.555662759,0.605831493
5966941165用户数据,0.598926966,0.690707876,0.662341079,0.59961791,0.587407657,0.607734591,0.626659206,0.592470772,0.629509518,0.579276577,0.600544224,0.560135736,0.595641259,0.62907271,0.541279546,0.620928313,0.609950482,0.603880623,0.631324017,0.618770068
5969785507用户数据,0.599308791,0.652671884,0.614247929,0.559903731,0.629430087,0.594842919,0.635541705,0.579401663,0.613687315,0.642670597,0.584404169,0.584789359,0.548768579,0.57278918,0.614247929,0.614247929,0.724396601,0.561415937,0.614247929,0.68608402
5971123727用户数据,0.692743156,0.586567885,0.59721465,0.620220982,0.604430404,0.581853653,0.603728218,0.596388182,0.610205304,0.602091238,0.617783571,0.578363978,0.609939319,0.604358978,0.576820871,0.543928185,0.640203081,0.600458233,0.620516299,0.57241594
5973003313用户数据,0.571941918,0.594896647,0.622896538,0.618590982,0.618413544,0.604783418,0.61930002,0.549884831,0.61493104,0.598390947,0.523091204,0.600447505,0.548835501,0.620297357,0.520767938,0.541667338,0.564517256,0.522182502,0.614247929,0.512278729
5973047389用户数据,0.573713729,0.607180423,0.614247929,0.564744104,0.614247929,0.585595877,0.622300462,0.636871688,0.601726302,0.625909498,0.617276442,0.587624214,0.601946933,0.594436579,0.67899347,0.561438483,0.616660652,0.635457675,0.594800641,0.610856251
5977572782用户数据,0.607781962,0.61957631,0.614876334,0.633969121,0.564896933,0.644285338,0.598349001,0.610794331,0.611912626,0.581507542,0.61277426,0.599177445,0.585880568,0.562556005,0.602512496,0.591761444,0.577691863,0.619327346,0.614247929,0.582122902
5979623621用户数据,0.614247929,0.614247929,0.541996769,0.614247929,0.692925552,0.839891672,0.592892721,0.603913509,0.563315342,0.615553856,0.523861244,0.5215289,0.566130345,0.583689893,0.506378277,0.591816317,0.614247929,0.606899555,0.444836668,0.505742213
5981860320用户数据,0.623628143,0.614247929,0.604727577,0.614247929,0.630389334,0.613524249,0.664239889,0.647155813,0.630792198,0.63683818,0.601653949,0.633995013,0.642666684,0.667251241,0.636499829,0.672200753,0.619762724,0.692925552,0.614247929,0.779470938
5984133454用户数据,0.654164566,0.630662199,0.617908415,0.598025801,0.583814909,0.592656306,0.604581959,0.603990871,0.633344814,0.602927841,0.627280991,0.556218855,0.650452893,0.625152401,0.742766035,0.594245553,0.615335965,0.668116316,0.594911879,0.584426197
5987983698用户数据,0.631805943,0.66451348,0.612868209,0.606329421,0.589967199,0.594259329,0.602248303,0.609614626,0.614247929,0.603128585,0.626539538,0.627011027,0.606635371,0.584157042,0.599665455,0.613280675,0.612412077,0.603101049,0.605784819,0.584414781
5990646128用户数据,0.627449709,0.601417246,0.827929849,0.621410748,0.663054977,0.630384082,0.621945199,0.581014525,0.656568784,0.633633658,0.598734291,0.638993268,0.65356006,0.641290236,0.569937897,0.60224276,0.580793489,0.611503375,0.549266303,0.594631391
5991109080用户数据,0.455144629,0.598185415,0.660148782,0.590213692,0.613355237,0.603788528,0.633813779,0.635473495,0.62763385,0.64442592,0.614724245,0.530383726,0.610214725,0.549271093,0.605639159,0.491084175,0.577059747,0.605574607,0.595696891,0.585404491
5992546266用户数据,0.635090079,0.602523515,0.600488153,0.620580906,0.638380128,0.59392698,0.635276062,0.614247929,0.630023273,0.538186005,0.606621124,0.6067294,0.648479133,0.531040179,0.576514308,0.568155498,0.586286482,0.63660799,0.630701747,0.622354579
5992861279用户数据,0.606458157,0.665868849,0.644640763,0.650311787,0.65190605,0.589801876,0.573675096,0.631880096,0.619336984,0.595826768,0.683596388,0.614247929,0.567494316,0.564744104,0.648976985,0.573909074,0.475107834,0.614247929,0.482208142,0.587766479
5993326155用户数据,0.638727999,0.561084558,0.593925125,0.587923778,0.615007332,0.628203524,0.576598065,0.6079044,0.612187607,0.603270698,0.620108725,0.621054523,0.585481797,0.637985649,0.606177786,0.647185924,0.56459335,0.624806094,0.606641718,0.594676649
5993808801用户数据,0.638375159,0.722791924,0.753429229,0.614247929,0.633348064,0.619685051,0.614135824,0.57903143,0.551984074,0.610856251,0.679450499,0.705553008,0.635646719,0.605407134,0.614247929,0.621821281,0.605471715,0.592201239,0.623249612,0.575940921
5994401927用户数据,0.599741956,0.620401281,0.604773042,0.61546911,0.608671187,0.636039162,0.61936876,0.666933513,0.638878056,0.620681857,0.614247929,0.45072508,0.614247929,0.593724723,0.60240235,0.629653538,0.48098388,0.60966726,0.559581553,0.638846262
5996087953用户数据,0.690623494,0.69644699,0.673191325,0.597762225,0.600262315,0.668624048,0.683284674,0.620353647,0.620166857,0.626435084,0.669049734,0.608457219,0.730141643,0.573574648,0.635574752,0.607906795,0.590275487,0.579740123,0.617181467,0.595242619
5996089688用户数据,0.614247929,0.598630139,0.630389862,0.620848734,0.641115742,0.655456757,0.647008576,0.652598348,0.633597487,0.6092561,0.672605241,0.633035498,0.513003326,0.569859135,0.642293081,0.590622538,0.627210299,0.624691752,0.636760632,0.608797281
5996311020用户数据,0.542135044,0.605378321,0.614247929,0.641383928,0.610108567,0.701207407,0.605134927,0.648547479,0.595121451,0.614247929,0.584086076,0.59937744,0.590681352,0.600237705,0.602759136,0.621824574,0.601225434,0.619606119,0.607043064,0.608303589
5997335042用户数据,0.683468191,0.61736112,0.651868693,0.644436357,0.615392005,0.63294131,0.671826529,0.596237694,0.673854598,0.631193231,0.610845869,0.559501352,0.614247929,0.622213352,0.627844179,0.592201082,0.738570648,0.601121468,0.640734542,0.618253391
5997410158用户数据,0.597777588,0.646998529,0.626077805,0.598847349,0.614247929,0.614247929,0.595236936,0.614087963,0.617317277,0.600740162,0.589017032,0.587310942,0.572825446,0.586547595,0.617312943,0.465479803,0.590689575,0.636461709,0.591227923,0.601524829
5998079332用户数据,0.607548215,0.621241997,0.635598561,0.607298136,0.611522867,0.605317585,0.600834054,0.594834719,0.619593838,0.590357025,0.610113908,0.608405913,0.596352914,0.603013668,0.61386196,0.605922098,0.611395878,0.595769214,0.609646617,0.60906902
5999374724用户数据,0.614247929,0.614247929,0.634839344,0.652189543,0.695778559,0.586655633,0.685934756,0.614247929,0.614247929,0.614247929,0.65350403,0.8288191,0.623898821,0.655714993,0.637656487,0.606169214,0.629284409,0.625292477,0.663318055,0.517872847
5999759578用户数据,0.63363996,0.615626387,0.599554165,0.608411233,0.675641633,0.649915168,0.629202947,0.645554577,0.637010863,0.639947596,0.630892229,0.653751653,0.644246374,0.625328248,0.59446436,0.582771495,0.599624621,0.624321399,0.637449792,0.615287186
6000300688用户数据,0.650232865,0.606187618,0.663747285,0.652205174,0.626155541,0.674324816,0.656062984,0.605104654,0.655879381,0.606685721,0.712597211,0.607591802,0.583250824,0.678739256,0.5471871,0.629886558,0.534148289,0.623596839,0.527176693,0.60640967
6000329874用户数据,0.623103182,0.554820087,0.587597924,0.616117282,0.581437452,0.643049326,0.579839305,0.664735263,0.612746404,0.599456121,0.612822362,0.616462841,0.593567464,0.623664469,0.601526578,0.58876707,0.606896348,0.612878735,0.593985402,0.610768644
6001212075用户数据,0.61162841,0.559221722,0.577936195,0.585473324,0.564585856,0.626060624,0.570303954,0.611444561,0.557441209,0.566003393,0.618119595,0.572079618,0.607292012,0.584237123,0.593845689,0.593827348,0.603606627,0.596360769,0.57008914,0.581928122
6005778289用户数据,0.549795373,0.569300919,0.646744549,0.632485285,0.624325975,0.645027921,0.639814093,0.615269995,0.656613073,0.615531631,0.692102892,0.552694904,0.56518705,0.596055793,0.575714561,0.613782436,0.63358491,0.602705029,0.619944889,0.646001428
6005879269用户数据,0.78199774,0.667732817,0.606128447,0.599510064,0.634965663,0.664010781,0.61733896,0.691085151,0.67492783,0.625829046,0.639246097,0.640397976,0.654145765,0.726198105,0.62708321,0.609343819,0.651602434,0.618093022,0.595798821,0.633877555
6008204754用户数据,0.619688755,0.588767899,0.612035164,0.57708287,0.632832476,0.599608288,0.608914152,0.590491498,0.587943837,0.584045201,0.562157162,0.603173894,0.583519642,0.571379541,0.413114378,0.617694676,0.562383437,0.599672454,0.64565281,0.61922193
6009048308用户数据,0.579963725,0.611080011,0.613326787,0.60917981,0.624974824,0.597058056,0.585337212,0.62585183,0.550574075,0.574049134,0.576884029,0.569678513,0.598881856,0.536902786,0.586092065,0.574107381,0.614247929,0.598642382,0.584038306,0.530924972
6010854249用户数据,0.664299432,0.625378509,0.591642502,0.697546779,0.643999762,0.573219344,0.623160197,0.654885612,0.644216533,0.644662446,0.647246078,0.587876953,0.645032298,0.554123286,0.560354952,0.573240458,0.604159711,0.625988006,0.627464906,0.654212515
6012840084用户数据,0.589178466,0.618629266,0.622779363,0.617807405,0.62922129,0.615443303,0.603250511,0.614247929,0.604605468,0.579279581,0.61246577,0.614247929,0.634643335,0.586312531,0.597373189,0.607421972,0.656148844,0.565514994,0.579975641,0.63908849
6013393964用户数据,0.617299105,0.634602758,0.601671644,0.615647478,0.622876193,0.608679261,0.579689602,0.595841802,0.617812309,0.598775516,0.64595317,0.540936276,0.58292483,0.549080171,0.612205265,0.568376171,0.570179937,0.601409764,0.607868686,0.562678643
6015586925用户数据,0.647852251,0.670901687,0.641136291,0.626087221,0.633872695,0.614247929,0.604151492,0.603334872,0.637169878,0.604098656,0.614247929,0.574811456,0.612889666,0.565290463,0.617232451,0.676469708,0.671389383,0.624441933,0.636912926,0.615355808
6016681739用户数据,0.599739024,0.603009575,0.61953932,0.590238307,0.597531646,0.620660475,0.602114458,0.613667642,0.660883276,0.671470321,0.614247929,0.614247929,0.618417677,0.622536207,0.596139556,0.553454253,0.554589296,0.57216082,0.597294985,0.497102085
